,equipe,2023-07-15,2023-07-22,2023-07-29,2023-08-05,2023-08-12,2023-08-19,2023-08-26,2023-09-02,2023-09-09,2023-09-16,2023-09-23,2023-09-30,2023-10-07,2023-10-14,2023-10-21,2023-10-28,2023-11-04,2023-11-11,2023-11-18,2023-11-25,2023-12-02,2023-12-09,2023-12-16,2023-12-23,2023-12-30,2024-01-06,2024-01-13,2024-01-20,2024-01-27,2024-02-03,2024-02-10,2024-02-17,2024-02-24,2024-03-02,2024-03-09,2024-03-16,2024-03-23,2024-03-30,2024-04-06,2024-04-13,2024-04-20,2024-04-27,2024-05-04,2024-05-11,2024-05-18,2024-05-25,2024-06-01,2024-06-08,2024-06-15,2024-06-22,2024-06-29
73,senior_73,,,,SAPURA,SAPURA,,,,,,SAPURA,SAPURA,SAPURA,SAPURA,SAPURA,,,,,,,SAPURA,SAPURA,F,F,SAPURA,SAPURA,,,,SAPURA,SAPURA,SAPURA,SAPURA,SAPURA,,,,,,,SAPURA,SAPURA,,,,,,F,F,
74,senior_74,,,,,KATRIUM,KATRIUM,KATRIUM,,,,,,,,,KATRIUM,KATRIUM,KATRIUM,KATRIUM,,,,,F,F,,,,,,,,,KATRIUM,KATRIUM,KATRIUM,KATRIUM,KATRIUM,,,,,,,,,,,F,F,
75,senior_75,,,,,,,DELLY COSMETICOS,DELLY COSMETICOS,DELLY COSMETICOS,,,,,,,,,,DELLY COSMETICOS,DELLY COSMETICOS,DELLY COSMETICOS,DELLY COSMETICOS,,F,F,,DELLY COSMETICOS,DELLY COSMETICOS,DELLY COSMETICOS,DELLY COSMETICOS,DELLY COSMETICOS,,,,,,,,,,,,,,,,,,F,F,
76,senior_76,,,,,,,,,NATIONAL OIL,NATIONAL OIL,NATIONAL OIL,,,,,,,,,,,,NATIONAL OIL,F,F,NATIONAL OIL,NATIONAL OIL,NATIONAL OIL,,,NATIONAL OIL,NATIONAL OIL,NATIONAL OIL,NATIONAL OIL,NATIONAL OIL,,,,,,,,,,,,,,F,F,
77,senior_77,,,,,,,,,,,OCEÂNICA ENGENHARIA,OCEÂNICA ENGENHARIA,OCEÂNICA ENGENHARIA,,OCEÂNICA ENGENHARIA,OCEÂNICA ENGENHARIA,OCEÂNICA ENGENHARIA,OCEÂNICA ENGENHARIA,,,,,,F,F,,,,,,,,,OCEÂNICA ENGENHARIA,OCEÂNICA ENGENHARIA,OCEÂNICA ENGENHARIA,OCEÂNICA ENGENHARIA,OCEÂNICA ENGENHARIA,,,,,,,,,,,F,F,
78,senior_78,,,,,ENERFLEX,ENERFLEX,ENERFLEX,,,,,,,,,,,,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,,F,F,,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,,,,,,,,,,,,,,,,,,F,F,
79,senior_79,,,,,,,FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),,,,,,,,,,,,,FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),F,F,FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),,,,FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),,,,,,,,,,,,,,F,F,
80,senior_80,,,,,,,,,BRAMEX,BRAMEX,BRAMEX,,,,BRAMEX,BRAMEX,BRAMEX,BRAMEX,,,,,,F,F,,,,,,,,,,BRAMEX,BRAMEX,BRAMEX,BRAMEX,,,,,,,,,,,F,F,
81,senior_81,PETRONAS,,,,,,,,,,PETRONAS,PETRONAS,PETRONAS,PETRONAS,,,,,PETRONAS,PETRONAS,PETRONAS,PETRONAS,,F,F,,,,PETRONAS,PETRONAS,PETRONAS,PETRONAS,,,,,,,,,,PETRONAS,,,,,,,F,F,
82,senior_82,,,,,SUPERMERCADO ZONA SUL,SUPERMERCADO ZONA SUL,SUPERMERCADO ZONA SUL,,,,,,,,,,,,,,,,SUPERMERCADO ZONA SUL,F,F,SUPERMERCADO ZONA SUL,SUPERMERCADO ZONA SUL,SUPERMERCADO ZONA SUL,,,SUPERMERCADO ZONA SUL,SUPERMERCADO ZONA SUL,SUPERMERCADO ZONA SUL,SUPERMERCADO ZONA SUL,,,,,,,,,,,,,,,F,F,
83,senior_83,,,PARANAÍBA (PTE),,,,PARANAÍBA (PTE),PARANAÍBA (PTE),PARANAÍBA (PTE),,,,,PARANAÍBA (PTE),PARANAÍBA (PTE),PARANAÍBA (PTE),PARANAÍBA (PTE),PARANAÍBA (PTE),,,,,,F,F,,,,,,,,,,PARANAÍBA (PTE),PARANAÍBA (PTE),PARANAÍBA (PTE),PARANAÍBA (PTE),,PARANAÍBA (PTE),,,,,,,,,F,F,
84,senior_84,,,,,,,,,LIBRA TERMINAL PORTUARIO (ICTSI),LIBRA TERMINAL PORTUARIO (ICTSI),LIBRA TERMINAL PORTUARIO (ICTSI),,,,,,,,LIBRA TERMINAL PORTUARIO (ICTSI),LIBRA TERMINAL PORTUARIO (ICTSI),LIBRA TERMINAL PORTUARIO (ICTSI),LIBRA TERMINAL PORTUARIO (ICTSI),,F,F,,,,LIBRA TERMINAL PORTUARIO (ICTSI),LIBRA TERMINAL PORTUARIO (ICTSI),LIBRA TERMINAL PORTUARIO (ICTSI),LIBRA TERMINAL PORTUARIO (ICTSI),,,,,,,,,,,,,,,,,F,F,
85,senior_85,,,,,,,,,,,TEEKAY,TEEKAY,TEEKAY,,,,,,,,,,TEEKAY,F,F,TEEKAY,TEEKAY,TEEKAY,,,TEEKAY,TEEKAY,TEEKAY,TEEKAY,,,,,,,,,,,,,,,F,F,
86,senior_86,,,,,CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),,,,,,,,CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),,,,,,F,F,,,,,,,,,,CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),,,,,,,,,,,F,F,
87,senior_87,,,,,,,DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),,,,,,,,,,DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),,F,F,,,,DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),,,,,,,,,,,,,,,,,F,F,
88,senior_88,,,,,,,,,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,,,,,,,,,,,,EDISON CHOUEST (BRAM) ,F,F,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,,,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,,,,,,,,,,,,,,,F,F,
89,senior_89,,,,,,,,,,,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,,,,,,F,F,,,,,,,,,,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,,,,,,,,,,,F,F,
90,senior_90,,,,,VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),,,,,,,,,,,,VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),,F,F,,,,VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),,,,,,,,,,,,,,,,,F,F,
91,senior_91,,,,,,,BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),,,,,,,,,,,,,,BEMISA (Opportunity),F,F,BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),,,BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),,,,,,,,,,,,,,,F,F,
92,senior_92,,,,,,,,,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,,,,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,,,,,,F,F,,,,,,,,,,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,,,,,,,,,,,F,F,
93,senior_93,,,,,,,,,,,BARCELOS,BARCELOS,BARCELOS,,,,,,BARCELOS,BARCELOS,BARCELOS,BARCELOS,,F,F,,,,BARCELOS,BARCELOS,BARCELOS,BARCELOS,,,,,,,,,,,,,,,,,F,F,
94,senior_94,,,,,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,,,,,,,,,,,,,,,,PUIG O'NIQUE,F,F,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,,,,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,,,,,,,,,,,,,,F,F,
95,senior_95,,,,,,,S2,S2,S2,,,,,,S2,S2,S2,S2,,,,,,F,F,,,,,,,,,,S2,S2,S2,S2,,,,,,,,,,,F,F,
96,senior_96,,,,,,,,,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,,,,,,,,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,,F,F,,,,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,,,,,,,,,,,,,,,,,F,F,
97,senior_97,,,,,,,,,,,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,,,,,,,,,,MAN DIESEL & TURBO,F,F,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,,,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,,,,,,,,,,,,,,,F,F,
