,equipe,2023-07-15,2023-07-22,2023-07-29,2023-08-05,2023-08-12,2023-08-19,2023-08-26,2023-09-02,2023-09-09,2023-09-16,2023-09-23,2023-09-30,2023-10-07,2023-10-14,2023-10-21,2023-10-28,2023-11-04,2023-11-11,2023-11-18,2023-11-25,2023-12-02,2023-12-09,2023-12-16,2023-12-23,2023-12-30,2024-01-06,2024-01-13,2024-01-20,2024-01-27,2024-02-03,2024-02-10,2024-02-17,2024-02-24,2024-03-02,2024-03-09,2024-03-16,2024-03-23,2024-03-30,2024-04-06,2024-04-13,2024-04-20,2024-04-27,2024-05-04,2024-05-11,2024-05-18,2024-05-25,2024-06-01,2024-06-08,2024-06-15,2024-06-22,2024-06-29
0,trainee_0,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,,,,,,,,,,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,F,F,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,F,F,SUL AMERICA
1,trainee_1,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,,,,,,,,,,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,F,F,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,SUL AMERICA,F,F,SUL AMERICA
2,trainee_2,,REDE DOR,REDE DOR,REDE DOR,REDE DOR,,,,,,,,,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,F,F,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,F,F,REDE DOR
3,trainee_3,,REDE DOR,REDE DOR,REDE DOR,REDE DOR,,,,,,,,,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,F,F,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,REDE DOR,F,F,REDE DOR
4,trainee_4,TIM,TIM,TIM,TIM,,,,,,,,,,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,F,F,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,F,F,TIM
5,trainee_5,TIM,TIM,TIM,TIM,,,,,,,,,,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,F,F,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,TIM,F,F,TIM
6,trainee_6,,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,,,,,,,,,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,F,F,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,F,F,GLOBO - GLOBO
7,trainee_7,,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,,,,,,,,,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,F,F,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,F,F,GLOBO - GLOBO
8,trainee_8,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),,,,,,,,,,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),F,F,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),F,F,BROOKFIELD ENERGY (ELERA)
9,trainee_9,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),,,,,,,,,,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),F,F,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),F,F,BROOKFIELD ENERGY (ELERA)
10,trainee_10,,,VALID,VALID,VALID,,,,,,,,,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,F,F,,,,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,,,F,F,
11,trainee_11,,,VALID,VALID,VALID,,,,,,,,,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,F,F,,,,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,,,F,F,
12,trainee_12,PETRORIO,PETRORIO,PETRORIO,,,,,,,,,,,PETRORIO,PETRORIO,PETRORIO,,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,F,F,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,,,,PETRORIO,PETRORIO,PETRORIO,,,PETRORIO,PETRORIO,PETRORIO,PETRORIO,F,F,PETRORIO
13,trainee_13,PETRORIO,PETRORIO,PETRORIO,,,,,,,,,,,PETRORIO,PETRORIO,PETRORIO,,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,F,F,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,,,,PETRORIO,PETRORIO,PETRORIO,,,PETRORIO,PETRORIO,PETRORIO,PETRORIO,F,F,PETRORIO
14,trainee_14,,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,,,,,,,,,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,F,F,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,,F,F,
15,trainee_15,,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,,,,,,,,,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,F,F,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,,F,F,
16,trainee_16,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),,,,,,,,,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),F,F,,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),F,F,HAZTEC (ORIZON)
17,trainee_17,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),,,,,,,,,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),F,F,,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),F,F,HAZTEC (ORIZON)
18,trainee_18,,,NISSAN,NISSAN,NISSAN,,,,,,,,,NISSAN,NISSAN,NISSAN,,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,F,F,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,,,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,,,F,F,
19,trainee_19,,,NISSAN,NISSAN,NISSAN,,,,,,,,,NISSAN,NISSAN,NISSAN,,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,F,F,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,,,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,,,F,F,
20,trainee_20,,,,,,,,,,,,,,,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,,,,F,F,,,,,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,,,,,,,SOTREQ,SOTREQ,SOTREQ,SOTREQ,F,F,SOTREQ
21,trainee_21,SHELL/BG,SHELL/BG,SHELL/BG,,,,,,,,,,,SHELL/BG,SHELL/BG,SHELL/BG,,,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,F,F,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,,,,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,,,F,F,
22,trainee_22,,,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,,,,,,,,,,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),F,F,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),F,F,GLOBENET (VTAL)
23,trainee_23,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,,,,,,,,,,,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,,F,F,,,,,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,,,F,F,
24,trainee_24,,,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),,,,,,,,,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),,,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),F,F,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),,,,,,,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),F,F,COMMIT (GASPETRO)
25,trainee_25,TOTAL,TOTAL,,,,,,,,,,,,,,,TOTAL,TOTAL,,,,TOTAL,TOTAL,F,F,TOTAL,TOTAL,TOTAL,TOTAL,,,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,,,,,F,F,
26,trainee_26,,,,BR MALLS,BR MALLS,,,,,,,,,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,,,F,F,,,,,,,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,,BR MALLS,BR MALLS,,,,,BR MALLS,BR MALLS,BR MALLS,F,F,BR MALLS
27,trainee_27,GGSH,GGSH,,,,,,,,,,,,GGSH,GGSH,,,,GGSH,GGSH,GGSH,GGSH,GGSH,F,F,GGSH,GGSH,GGSH,GGSH,GGSH,GGSH,GGSH,GGSH,,,,,,GGSH,GGSH,GGSH,GGSH,GGSH,GGSH,,,,,F,F,
28,trainee_28,,,,ALIANSCE,ALIANSCE,,,,,,,,,,,,ALIANSCE,ALIANSCE,,,,ALIANSCE,ALIANSCE,F,F,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,,,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,,,,,ALIANSCE,ALIANSCE,,ALIANSCE,ALIANSCE,ALIANSCE,F,F,ALIANSCE
29,trainee_29,EQUINOR,EQUINOR,,,,,,,,,,,,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,,,F,F,,,,,,,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,,,,,F,F,
30,trainee_30,,,,V2i,V2i,,,,,,,,,V2i,V2i,,,,V2i,V2i,V2i,V2i,V2i,F,F,V2i,V2i,V2i,V2i,V2i,V2i,V2i,V2i,,,,,,,V2i,V2i,,,,,V2i,V2i,V2i,F,F,V2i
31,trainee_31,,,,,,,,,,,,,,,PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),,,,F,F,,,,,,,PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),,,,,,,F,F,
32,trainee_32,,,,,,,,,,,,,,,,,,,PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),F,F,PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),,,,,,,,,,,,,PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),F,F,PETROMAIS (Origem Energia)
