,equipe,2023-07-15,2023-07-22,2023-07-29,2023-08-05,2023-08-12,2023-08-19,2023-08-26,2023-09-02,2023-09-09,2023-09-16,2023-09-23,2023-09-30,2023-10-07,2023-10-14,2023-10-21,2023-10-28,2023-11-04,2023-11-11,2023-11-18,2023-11-25,2023-12-02,2023-12-09,2023-12-16,2023-12-23,2023-12-30,2024-01-06,2024-01-13,2024-01-20,2024-01-27,2024-02-03,2024-02-10,2024-02-17,2024-02-24,2024-03-02,2024-03-09,2024-03-16,2024-03-23,2024-03-30,2024-04-06,2024-04-13,2024-04-20,2024-04-27,2024-05-04,2024-05-11,2024-05-18,2024-05-25,2024-06-01,2024-06-08,2024-06-15,2024-06-22,2024-06-29
40,staff3_40,,ENERFLEX,ENERFLEX,,,,,,,,,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,F,F,ENERFLEX,,,,,,,,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,,,,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,ENERFLEX,,,F,F,
41,staff3_41,,,,FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),,,,,,,,,FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),,,,,,F,F,FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),,FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),,,,,,FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),F,F,FAZENDA AGRO SB (Opportunity)
42,staff3_42,,,,,,Reichhold do Brasil (Polyint Group),,,,,,,,,,,,,,,,,Reichhold do Brasil (Polyint Group),F,F,Reichhold do Brasil (Polyint Group),Reichhold do Brasil (Polyint Group),Reichhold do Brasil (Polyint Group),Reichhold do Brasil (Polyint Group),Reichhold do Brasil (Polyint Group),,,,Reichhold do Brasil (Polyint Group),Reichhold do Brasil (Polyint Group),Reichhold do Brasil (Polyint Group),Reichhold do Brasil (Polyint Group),Reichhold do Brasil (Polyint Group),,,,,,,Reichhold do Brasil (Polyint Group),,,,F,F,
43,staff3_43,,,,,,,,SERTANEJA,,,,,,,,,,SERTANEJA,SERTANEJA,SERTANEJA,,,,F,F,,,,,,SERTANEJA,SERTANEJA,SERTANEJA,SERTANEJA,SERTANEJA,SERTANEJA,SERTANEJA,SERTANEJA,,,,,,,,,SERTANEJA,,F,F,
44,staff3_44,,,,,,,,,,TAG,,,,,,,,,,,TAG,TAG,TAG,F,F,TAG,TAG,TAG,,,,,,TAG,TAG,TAG,TAG,TAG,,,,,,,,,,,F,F,TAG
45,staff3_45,,,,,,,,,,,,,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,,,,,,,,,,,F,F,,,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,,,,,,,,,,F,F,
46,staff3_46,,,,,,DIMENSIONAL (Benfour),,,,,,,,,,,,DIMENSIONAL (Benfour),DIMENSIONAL (Benfour),DIMENSIONAL (Benfour),DIMENSIONAL (Benfour),DIMENSIONAL (Benfour),DIMENSIONAL (Benfour),F,F,,,,,,,,,DIMENSIONAL (Benfour),DIMENSIONAL (Benfour),DIMENSIONAL (Benfour),DIMENSIONAL (Benfour),DIMENSIONAL (Benfour),,,,,,,DIMENSIONAL (Benfour),,,,F,F,
47,staff3_47,,,,,,,,FUGRO,,,,,,,,,,,,,,,FUGRO,F,F,FUGRO,FUGRO,FUGRO,FUGRO,FUGRO,,,,FUGRO,FUGRO,FUGRO,FUGRO,FUGRO,,,,,,,,,FUGRO,,F,F,
48,staff3_48,,,,,,,,,,LABORATORIES SERVIER,,,,,LABORATORIES SERVIER,LABORATORIES SERVIER,LABORATORIES SERVIER,,,,,,,F,F,,,,,,LABORATORIES SERVIER,LABORATORIES SERVIER,LABORATORIES SERVIER,LABORATORIES SERVIER,LABORATORIES SERVIER,LABORATORIES SERVIER,LABORATORIES SERVIER,LABORATORIES SERVIER,,,,,,,,,,,F,F,LABORATORIES SERVIER
49,staff3_49,,,,,,,,,,,,,FUNDOS BBI Fin Health - Investidas,,,,,FUNDOS BBI Fin Health - Investidas,FUNDOS BBI Fin Health - Investidas,FUNDOS BBI Fin Health - Investidas,FUNDOS BBI Fin Health - Investidas,FUNDOS BBI Fin Health - Investidas,FUNDOS BBI Fin Health - Investidas,F,F,,,,,,,,,FUNDOS BBI Fin Health - Investidas,FUNDOS BBI Fin Health - Investidas,FUNDOS BBI Fin Health - Investidas,FUNDOS BBI Fin Health - Investidas,FUNDOS BBI Fin Health - Investidas,FUNDOS BBI Fin Health - Investidas,,,,,,,,,,F,F,
50,staff3_50,,,,,,AET STS,,,,,,,,,,,,,,,,,AET STS,F,F,AET STS,AET STS,AET STS,AET STS,AET STS,,,,AET STS,AET STS,AET STS,AET STS,AET STS,,,,,,,AET STS,,,,F,F,
51,staff3_51,,,,,,,,BOLT Energia,,,,,,,BOLT Energia,BOLT Energia,BOLT Energia,,,,,,,F,F,,,,,,BOLT Energia,BOLT Energia,BOLT Energia,BOLT Energia,BOLT Energia,BOLT Energia,BOLT Energia,BOLT Energia,,,,,,,,,BOLT Energia,,F,F,
52,staff3_52,,,,,,,,,,FCC,,,,,,,,FCC,FCC,FCC,FCC,FCC,FCC,F,F,,,,,,,,,FCC,FCC,FCC,FCC,FCC,,,,,,,,,,,F,F,FCC
53,staff3_53,,,,,,,,,,,,CHANNEL (EUROPRESTIGIO),,,,,,,,,,,CHANNEL (EUROPRESTIGIO),F,F,CHANNEL (EUROPRESTIGIO),CHANNEL (EUROPRESTIGIO),CHANNEL (EUROPRESTIGIO),CHANNEL (EUROPRESTIGIO),CHANNEL (EUROPRESTIGIO),,,,CHANNEL (EUROPRESTIGIO),CHANNEL (EUROPRESTIGIO),CHANNEL (EUROPRESTIGIO),CHANNEL (EUROPRESTIGIO),CHANNEL (EUROPRESTIGIO),CHANNEL (EUROPRESTIGIO),,,,,,,,,,F,F,
54,staff3_54,,,,,,,,,,,,,AXXON (BR MARINAS),,AXXON (BR MARINAS),AXXON (BR MARINAS),AXXON (BR MARINAS),,,,,,,F,F,,,,,,AXXON (BR MARINAS),AXXON (BR MARINAS),AXXON (BR MARINAS),AXXON (BR MARINAS),AXXON (BR MARINAS),AXXON (BR MARINAS),AXXON (BR MARINAS),AXXON (BR MARINAS),,,,,,,AXXON (BR MARINAS),,,,F,F,
55,staff3_55,,,,,TELEPAZIO BRASIL (Leonardo),,,,,,,,,,,,,TELEPAZIO BRASIL (Leonardo),TELEPAZIO BRASIL (Leonardo),TELEPAZIO BRASIL (Leonardo),TELEPAZIO BRASIL (Leonardo),TELEPAZIO BRASIL (Leonardo),TELEPAZIO BRASIL (Leonardo),F,F,,,,,,,,,TELEPAZIO BRASIL (Leonardo),TELEPAZIO BRASIL (Leonardo),TELEPAZIO BRASIL (Leonardo),TELEPAZIO BRASIL (Leonardo),TELEPAZIO BRASIL (Leonardo),,,,,,,,,TELEPAZIO BRASIL (Leonardo),,F,F,
56,staff3_56,,,,,,GALP,,,,,,,,,,,,,,,,,GALP,F,F,GALP,GALP,GALP,GALP,GALP,,,,GALP,GALP,GALP,GALP,GALP,,,,,,,,,,,F,F,GALP
57,staff3_57,,,,,,,GEOPARK,,,,,,,,GEOPARK,GEOPARK,GEOPARK,,,,,,,F,F,,,,,,GEOPARK,GEOPARK,GEOPARK,GEOPARK,GEOPARK,GEOPARK,GEOPARK,GEOPARK,GEOPARK,,,,,,,,,,F,F,
58,staff3_58,,,,,,,,SONANGOL STARFISH,,,,,,,,,,SONANGOL STARFISH,SONANGOL STARFISH,SONANGOL STARFISH,SONANGOL STARFISH,SONANGOL STARFISH,SONANGOL STARFISH,F,F,,,,,,,,,SONANGOL STARFISH,SONANGOL STARFISH,SONANGOL STARFISH,SONANGOL STARFISH,SONANGOL STARFISH,,,,,,,SONANGOL STARFISH,,,,F,F,
59,staff3_59,,,,,,,,,GLOBO - FAMILY OFFICE,,,,,,,,,,,,,,GLOBO - FAMILY OFFICE,F,F,GLOBO - FAMILY OFFICE,GLOBO - FAMILY OFFICE,GLOBO - FAMILY OFFICE,GLOBO - FAMILY OFFICE,GLOBO - FAMILY OFFICE,,,,GLOBO - FAMILY OFFICE,GLOBO - FAMILY OFFICE,GLOBO - FAMILY OFFICE,GLOBO - FAMILY OFFICE,GLOBO - FAMILY OFFICE,,,,,,,,,GLOBO - FAMILY OFFICE,,F,F,
60,staff3_60,,,,,,,,,,H. STTRATNER,,,,,H. STTRATNER,H. STTRATNER,H. STTRATNER,,,,,,,F,F,,,,,,H. STTRATNER,H. STTRATNER,H. STTRATNER,H. STTRATNER,H. STTRATNER,H. STTRATNER,H. STTRATNER,H. STTRATNER,,,,,,,,,,H. STTRATNER,F,F,
61,staff3_61,,,,,,,,,,,ITAGUAI (ICN),,,,,,,ITAGUAI (ICN),ITAGUAI (ICN),ITAGUAI (ICN),ITAGUAI (ICN),ITAGUAI (ICN),ITAGUAI (ICN),F,F,,,,,,,,,ITAGUAI (ICN),ITAGUAI (ICN),ITAGUAI (ICN),ITAGUAI (ICN),ITAGUAI (ICN),,,,,,,,,,,F,F,ITAGUAI (ICN)
62,staff3_62,,,,,,,,,,,,JOTUN IND. TINTAS,,,,,,,,,,,JOTUN IND. TINTAS,F,F,JOTUN IND. TINTAS,JOTUN IND. TINTAS,JOTUN IND. TINTAS,JOTUN IND. TINTAS,JOTUN IND. TINTAS,,,,JOTUN IND. TINTAS,JOTUN IND. TINTAS,JOTUN IND. TINTAS,JOTUN IND. TINTAS,JOTUN IND. TINTAS,JOTUN IND. TINTAS,,,,,,,,,,F,F,
63,staff3_63,,,,,,,,,,,,,CNOOC,,CNOOC,CNOOC,CNOOC,,,,,,,F,F,,,,,,CNOOC,CNOOC,CNOOC,CNOOC,CNOOC,CNOOC,CNOOC,CNOOC,,,,,,,CNOOC,,,,F,F,
64,staff3_64,,,,,BIOMERIEUX,,,,,,,,,,,,,,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,,F,F,,,,,,,,,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,,,,,,,,BIOMERIEUX,,,F,F,
65,staff3_65,,,,,,COMSHELL SOC PREV. PRIVADA,,,,,,,,,,,,,,,,,,F,F,,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,,,,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,,,,,,,,,COMSHELL SOC PREV. PRIVADA,,F,F,
66,staff3_66,,,,,,,ECOPETROL,,,,,,,,,ECOPETROL,ECOPETROL,,,,,,,F,F,,,,,,,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,,,,,,,,,,ECOPETROL,F,F,
67,staff3_67,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,,,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,F,F,,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,,,,,,,,,,F,F,GRUPO COMPONENTES (Opportunity) - Eletron
68,staff3_68,,,,,,,,,NEW WAVE,,,,,,,,,,,,,,,F,F,,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,,,,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,,,,,,,,,,F,F,
69,staff3_69,,,,,,,,,,UNIVERSAL MUSICAL,,,,,,,,,,,,,,F,F,,,,,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,,,,,,,UNIVERSAL MUSICAL,,,,F,F,
70,staff3_70,,,,,,,,,,,MANUCHAR,,,,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,,,,,,F,F,,,,,,,,,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,,,,,,,,MANUCHAR,,,F,F,
71,staff3_71,,,,,,,,,,,,OCEANEERING,,,,,,,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,,F,F,,,,,,,,,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,,,,,,,,,OCEANEERING,,F,F,
72,staff3_72,,,,,,,,,,,,,FERNANDES ARAÚJO,,,,,,,,,,,F,F,,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,,,,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,,,,,,,,,,FERNANDES ARAÚJO,F,F,
73,staff3_73,,,,,Guaraciaba Transmissora de Energia,,,,,,,,,,,,,,,,,,,F,F,,,,,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,,,,,,,,,,,F,F,Guaraciaba Transmissora de Energia
74,staff3_74,,,,,,GLOBO - ED. GLOBO COND NAST,,,,,,,,,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,,,,,,F,F,,,,,,,,,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,,,,,,,,,,F,F,
75,staff3_75,,,,,,,DILETTO (Sardinia Investimentos),,,,,,,,,,,,DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),,F,F,,,,,,,,,DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),,,,,,,DILETTO (Sardinia Investimentos),,,,F,F,
76,staff3_76,,,,,,,,GME AEROSPACE,,,,,,,,,,,,,,,,F,F,,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,,,,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,,,,,,,,GME AEROSPACE,,,F,F,
77,staff3_77,,,,,,,,,GEFCO,,,,,,,,,,,,,,,F,F,,,,,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,,,,,,,,,GEFCO,,F,F,
78,staff3_78,,,,,,,,,,DINACO,,,,,DINACO,DINACO,DINACO,DINACO,,,,,,F,F,,,,,,,,,DINACO,DINACO,DINACO,DINACO,DINACO,,,,,,,,,,DINACO,F,F,
79,staff3_79,,,,,,,,,,,GLOBO - FRM/C.FUTURA,,,,,,,,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,,F,F,,,,,,,,,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,,,,,,,,,,,F,F,GLOBO - FRM/C.FUTURA
80,staff3_80,,,,,,,,,,,,Orthopride (PRKS),,,,,,,,,,,,F,F,Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),,,,,Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),,,,,,,,,,F,F,
81,staff3_81,,,,,,,,,,,,,TULIP CAMPOS HOTELARIA,,,,,,,,,,,F,F,,,,,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,,,,,,,TULIP CAMPOS HOTELARIA,,,,F,F,
82,staff3_82,,,,,KOMPASS ENERGIA,,,,,,,,,,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,,,,,,F,F,,,,,,,,,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,,,,,,,,KOMPASS ENERGIA,,,F,F,
83,staff3_83,,,,,,AXXON (RHMED),,,,,,,,,,,,,AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),,F,F,,,,,,,,,AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),,,,,,,,,AXXON (RHMED),,F,F,
84,staff3_84,,,,,,,,,,,,,,,,,,,,,,,,F,F,,QV SAUDE,,QV SAUDE,,,,,QV SAUDE,QV SAUDE,QV SAUDE,QV SAUDE,QV SAUDE,,,,,,,,,,,F,F,
85,staff3_85,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,ESSECO DO BRASIL,,ESSECO DO BRASIL,ESSECO DO BRASIL,ESSECO DO BRASIL,ESSECO DO BRASIL,ESSECO DO BRASIL,ESSECO DO BRASIL,,,,,,,,,,,F,F,
86,staff3_86,,,,,,,,,,,,,,,EVER BRASIL ,EVER BRASIL ,,,,,,,,F,F,,,,,,,,,EVER BRASIL ,EVER BRASIL ,EVER BRASIL ,EVER BRASIL ,EVER BRASIL ,,,,,,,,,,,F,F,
87,staff3_87,,,,,,,,,,,,,,,,,OMPI DO BRASIL ,,OMPI DO BRASIL ,,,,,F,F,,,,,,,,,OMPI DO BRASIL ,OMPI DO BRASIL ,OMPI DO BRASIL ,OMPI DO BRASIL ,OMPI DO BRASIL ,,,,,,,,,,,F,F,
88,staff3_88,,,,,,,,,,,,,,,,,,,,,,PETRO CHINA,,F,F,,PETRO CHINA,,,,,,,PETRO CHINA,PETRO CHINA,PETRO CHINA,PETRO CHINA,PETRO CHINA,,,,,,,,,,,F,F,
89,staff3_89,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,SuaTV e Influency.me,,SuaTV e Influency.me,,,SuaTV e Influency.me,SuaTV e Influency.me,SuaTV e Influency.me,SuaTV e Influency.me,SuaTV e Influency.me,,,,,,,,,,,F,F,
90,staff3_90,,,,,,,,,,,,,,,"CLARKE, MODET Y CIA. S.L. BRASIL",,,,,,,,,F,F,,,,,,,,"CLARKE, MODET Y CIA. S.L. BRASIL","CLARKE, MODET Y CIA. S.L. BRASIL","CLARKE, MODET Y CIA. S.L. BRASIL","CLARKE, MODET Y CIA. S.L. BRASIL","CLARKE, MODET Y CIA. S.L. BRASIL","CLARKE, MODET Y CIA. S.L. BRASIL",,,,,,,,,,,F,F,
91,staff3_91,,,,,,,,,,,,,,,,HI MIDIA,HI MIDIA,,,,,,,F,F,,,,,,,,,HI MIDIA,HI MIDIA,HI MIDIA,HI MIDIA,HI MIDIA,,,,,,,,,,,F,F,
92,staff3_92,,,,,,,,,,,,,,,,,,,ARCHER,ARCHER,,,,F,F,,,,,,,,,ARCHER,ARCHER,ARCHER,ARCHER,ARCHER,,,,,,,,,,,F,F,
93,staff3_93,,,,,,,,,,,,,,,,,,,,,,STEAG,,F,F,,STEAG,,,,,,,STEAG,STEAG,STEAG,STEAG,STEAG,,,,,,,,,,,F,F,
94,staff3_94,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,Fundação Euclides da Cunha,,Fundação Euclides da Cunha,,,Fundação Euclides da Cunha,Fundação Euclides da Cunha,Fundação Euclides da Cunha,Fundação Euclides da Cunha,Fundação Euclides da Cunha,,,,,,,,,,,F,F,
95,staff3_95,,,,,,,,,,,,,,,UFI Filter,,,,,,,,,F,F,,,,,,,,UFI Filter,UFI Filter,UFI Filter,UFI Filter,UFI Filter,UFI Filter,,,,,,,,,,,F,F,
96,staff3_96,,,,,,,,,,,,,,,,QUANTUM,QUANTUM,,,,,,,F,F,,,,,,,,,QUANTUM,QUANTUM,QUANTUM,QUANTUM,QUANTUM,,,,,,,,,,,F,F,
97,staff3_97,,,,,,,,,,,,,,,,,,MARLIN AZUL,MARLIN AZUL,,,,,F,F,,,,,,,,,MARLIN AZUL,MARLIN AZUL,MARLIN AZUL,MARLIN AZUL,MARLIN AZUL,,,,,,,,,,,F,F,
98,staff3_98,,,,,,,,,,,,,,,,,,,,GREEN OIL,GREEN OIL,,,F,F,,,,,,,,,GREEN OIL,GREEN OIL,GREEN OIL,GREEN OIL,GREEN OIL,,,,,,,,,,,F,F,
99,staff3_99,,,,,,,,,,,,,,,,,,,,,,FUNDO PATRIMONIAL RJZ,,F,F,,FUNDO PATRIMONIAL RJZ,,,,,,,FUNDO PATRIMONIAL RJZ,FUNDO PATRIMONIAL RJZ,FUNDO PATRIMONIAL RJZ,FUNDO PATRIMONIAL RJZ,FUNDO PATRIMONIAL RJZ,,,,,,,,,,,F,F,
100,staff3_100,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,INSTITUTO DA CRIANÇA,,INSTITUTO DA CRIANÇA,,,INSTITUTO DA CRIANÇA,INSTITUTO DA CRIANÇA,INSTITUTO DA CRIANÇA,INSTITUTO DA CRIANÇA,INSTITUTO DA CRIANÇA,,,,,,,,,,,F,F,
101,staff3_101,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,CONFIANCE MEDICAL,CONFIANCE MEDICAL,CONFIANCE MEDICAL,CONFIANCE MEDICAL,CONFIANCE MEDICAL,CONFIANCE MEDICAL,CONFIANCE MEDICAL,,,,,,,,,,,F,F,
102,staff3_102,,,,,,,,,,,,,,,GLOBO - AERO RIO,GLOBO - AERO RIO,,,,,,,,F,F,,,,,,,,,GLOBO - AERO RIO,GLOBO - AERO RIO,GLOBO - AERO RIO,GLOBO - AERO RIO,GLOBO - AERO RIO,,,,,,,,,,,F,F,
103,staff3_103,,,,,,,,,,,,,,,,,FAZENDA FUTURO,FAZENDA FUTURO,,,,,,F,F,,,,,,,,,FAZENDA FUTURO,FAZENDA FUTURO,FAZENDA FUTURO,FAZENDA FUTURO,FAZENDA FUTURO,,,,,,,,,,,F,F,
104,staff3_104,,,,,,,,,,,,,,,,,,,VITOL,VITOL,,,,F,F,,,,,,,,,VITOL,VITOL,VITOL,VITOL,VITOL,,,,,,,,,,,F,F,
105,staff3_105,,,,,,,,,,,,,,,,,,,,,NAVAL GROUP,NAVAL GROUP,,F,F,,,,,,,,,NAVAL GROUP,NAVAL GROUP,NAVAL GROUP,NAVAL GROUP,NAVAL GROUP,,,,,,,,,,,F,F,
106,staff3_106,,,,,,,,,,,,,,,,,,,,,,,,F,F,,Geogas,Geogas,,,,,,Geogas,Geogas,Geogas,Geogas,Geogas,,,,,,,,,,,F,F,
107,staff3_107,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,ARAGUAIA/DESIDERATA,,ARAGUAIA/DESIDERATA,,,ARAGUAIA/DESIDERATA,ARAGUAIA/DESIDERATA,ARAGUAIA/DESIDERATA,ARAGUAIA/DESIDERATA,ARAGUAIA/DESIDERATA,,,,,,,,,,,F,F,
108,staff3_108,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,CALEFFI BRASIL AUP,CALEFFI BRASIL AUP,CALEFFI BRASIL AUP,CALEFFI BRASIL AUP,CALEFFI BRASIL AUP,CALEFFI BRASIL AUP,CALEFFI BRASIL AUP,,,,,,,,,,,F,F,
109,staff3_109,,,,,,,,,,,,,,,Planeta / DeAgostini,Planeta / DeAgostini,,,,,,,,F,F,,,,,,,,,Planeta / DeAgostini,Planeta / DeAgostini,Planeta / DeAgostini,Planeta / DeAgostini,Planeta / DeAgostini,,,,,,,,,,,F,F,
110,staff3_110,,,,,,,,,,,,,,,,,TI LATAM AUP,TI LATAM AUP,,,,,,F,F,,,,,,,,,TI LATAM AUP,TI LATAM AUP,TI LATAM AUP,TI LATAM AUP,TI LATAM AUP,,,,,,,,,,,F,F,
111,staff3_111,,,,,,,,,,,,,,,,,,,ALLSEAS,ALLSEAS,,,,F,F,,,,,,,,,ALLSEAS,ALLSEAS,ALLSEAS,ALLSEAS,ALLSEAS,,,,,,,,,,,F,F,
112,staff3_112,,,,,,,,,,,,,,,,,,,,,COCA COLA INSTITUTO,COCA COLA INSTITUTO,,F,F,,,,,,,,,COCA COLA INSTITUTO,COCA COLA INSTITUTO,COCA COLA INSTITUTO,COCA COLA INSTITUTO,COCA COLA INSTITUTO,,,,,,,,,,,F,F,
